sFileNumber,vOffice,vCoverageType,vState,vProduct,vTransaction,nLoanAmount,nLienAmounts,nEquity,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
17-504643,2,3863,CA,LCP - Title Only,Refinance,"75,000.00","232,500.00","-157,500.00",1.00,35.00,579.00,4.00,14.00,0.00,26.00
17-504644,2,3863,CA,LCP - Title Only,Refinance,"75,000.00","73,950.00","1,050.00",1.00,25.00,342.00,4.00,5.00,1.00,45.00
17-504645,2,3863,CA,LCP - Title Only,Refinance,"12,000.00","134,168.00","-122,168.00",1.00,35.00,587.00,4.00,9.00,0.00,21.00
2301-202412,1,3860,CO,Title and Escrow,Reverse Mortgage,"334,642.50","346,285.44","-11,642.94",5.00,71.00,"1,598.00",24.00,64.00,0.00,32.00
17-504647,2,3863,CA,Title & Full Escrow,Refinance,"109,300.00","150,000.00","-40,700.00",2.00,72.00,"1,033.00",19.00,24.00,0.00,82.00
17-504649,2,3863,CA,Title & Full Escrow,Refinance,"161,500.00","154,151.00","7,349.00",1.00,56.00,793.00,17.00,13.00,0.00,35.00
17-504650,2,3863,CA,Title & Full Escrow,Refinance,"453,000.00",0.00,"453,000.00",0.00,36.00,232.00,1.00,5.00,1.00,45.00
17-504651,2,3863,CA,Title & Full Escrow,Refinance,"176,300.00","355,000.00","-178,700.00",2.00,62.00,983.00,21.00,20.00,0.00,158.00
17-504653,2,3863,AZ,Title & Full Escrow,Refinance,"114,200.00","155,000.00","-40,800.00",2.00,80.00,"1,034.00",22.00,30.00,0.00,59.00
17-504655,2,3863,FL,Title & Full Escrow,Refinance,"108,900.00","152,000.00","-43,100.00",1.00,65.00,915.00,30.00,14.00,0.00,35.00
17-504656,2,3860,UT,Title & Full Escrow,Refinance,"214,000.00","206,196.00","7,804.00",1.00,74.00,983.00,21.00,21.00,0.00,66.00
17-504657,2,3860,UT,Title & Full Escrow,Refinance,"177,553.00","175,000.00","2,553.00",2.00,65.00,944.00,22.00,16.00,0.00,35.00
17-504658,2,3863,CA,Title Only,Refinance,"175,000.00","167,000.00","8,000.00",1.00,24.00,444.00,19.00,8.00,1.00,45.00
17-504660,2,3863,CA,Title Only,Refinance,"625,500.00","647,638.00","-22,138.00",1.00,57.00,846.00,19.00,24.00,0.00,49.00
17-504661,2,3860,AL,Title Only,Refinance,"137,566.00","150,885.81","-13,319.81",2.00,64.00,983.00,23.00,35.00,0.00,87.00
17-504662,2,3860,NJ,Title Only,Refinance,"50,427.00","130,972.69","-80,545.69",6.00,66.00,"1,417.00",26.00,47.00,0.00,81.00
17-504665,2,3863,FL,Title Only,Refinance,"295,482.00","510,860.47","-215,378.47",1.00,48.00,745.00,31.00,20.00,0.00,60.00
17-504666,2,3860,AL,Title Only,Refinance,"145,176.00","264,338.78","-119,162.78",1.00,50.00,982.00,23.00,27.00,0.00,57.00
2301-202413,1,3860,IN,Title and Escrow,Reverse Mortgage,"89,419.00",0.00,"89,419.00",0.00,78.00,"1,441.00",21.00,42.00,0.00,16.00
17-504669,2,3863,CA,Title & Full Escrow,Refinance,"335,000.00",0.00,"335,000.00",0.00,37.00,266.00,0.00,3.00,1.00,45.00
17-504672,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"70,000.00","417,000.00","-347,000.00",1.00,20.00,278.00,9.00,3.00,0.00,130.00
17-504673,2,3863,FL,Title Only,Refinance,"41,773.00","127,800.00","-86,027.00",1.00,65.00,920.00,33.00,25.00,0.00,121.00
17-504674,2,3863,FL,Title Only,Refinance,"57,687.00","98,519.94","-40,832.94",1.00,77.00,"1,056.00",31.00,35.00,0.00,141.00
17-504675,2,3863,FL,Title Only,Refinance,"146,980.00","184,105.39","-37,125.39",1.00,64.00,954.00,30.00,28.00,0.00,78.00
17-504676,2,3863,CA,Title Only,Refinance,"167,400.00","169,189.00","-1,789.00",1.00,35.00,620.00,17.00,18.00,0.00,44.00
17-504677,2,3863,CA,Title Only,Refinance,"100,000.00",0.00,"100,000.00",0.00,33.00,535.00,19.00,10.00,1.00,45.00
2301-202415,1,3860,MO,Title and Escrow,Reverse Mortgage,"100,890.00","47,350.00","53,540.00",2.00,70.00,"1,055.00",21.00,29.00,0.00,31.00
17-504678,2,3863,CA,Title & Sub-Escrow,Refinance,"174,000.00","361,000.00","-187,000.00",2.00,32.00,377.00,20.00,10.00,1.00,45.00
2301-202416,1,3860,AL,Title and Escrow,Reverse Mortgage,"60,000.00","104,377.57","-44,377.57",7.00,45.00,563.00,27.00,11.00,1.00,45.00
17-504679,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),"50,000.00","405,000.00","-355,000.00",1.00,40.00,537.00,4.00,10.00,0.00,43.00
17-504680,2,3863,CA,LCP - Title Only,Refinance,"26,500.00","325,600.00","-299,100.00",1.00,35.00,582.00,4.00,9.00,0.00,23.00
17-504681,2,3860,UT,Title & Sub-Escrow,Refinance,"117,419.00","131,288.93","-13,869.93",3.00,78.00,"1,275.00",29.00,45.00,0.00,46.00
17-504682,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"60,000.00","356,644.00","-296,644.00",1.00,30.00,439.00,6.00,7.00,0.00,15.00
17-504683,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),"30,000.00","335,000.00","-305,000.00",2.00,41.00,563.00,6.00,13.00,0.00,42.00
17-504684,2,3860,GA,Property Report / O&E & Full Escrow,Uninsured (Info Products),"30,000.00","184,000.00","-154,000.00",1.00,68.00,928.00,5.00,18.00,0.00,15.00
17-504685,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"75,000.00","91,000.00","-16,000.00",1.00,27.00,308.00,3.00,8.00,0.00,130.00
17-504686,2,3863,CA,Title Only,Refinance,"150,000.00","398,000.00","-248,000.00",1.00,58.00,"1,180.00",22.00,31.00,0.00,38.00
17-504688,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"63,400.00","276,000.00","-212,600.00",1.00,30.00,422.00,3.00,8.00,0.00,156.00
17-504689,2,3860,GA,Title & Full Escrow,Refinance,"250,000.00",0.00,"250,000.00",0.00,70.00,964.00,25.00,23.00,0.00,21.00
17-504690,2,3860,CA,Title & Full Escrow,Refinance,"275,000.00","304,000.00","-29,000.00",1.00,72.00,"1,080.00",17.00,22.00,0.00,32.00
17-504692,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"100,000.00","90,000.00","10,000.00",1.00,30.00,420.00,6.00,6.00,0.00,14.00
17-504694,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"55,000.00","195,920.00","-140,920.00",1.00,25.00,296.00,3.00,4.00,0.00,112.00
17-504695,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"20,000.00","187,625.00","-167,625.00",1.00,41.00,606.00,3.00,14.00,0.00,99.00
2301-202417,1,3860,IN,Title and Escrow,Reverse Mortgage,"54,514.00","50,000.00","4,514.00",1.00,96.00,"1,920.00",22.00,60.00,0.00,130.00
17-504696,2,3863,CA,Title Only,Refinance,"110,000.00","270,000.00","-160,000.00",2.00,51.00,972.00,23.00,20.00,0.00,37.00
17-504697,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"50,000.00","377,500.00","-327,500.00",1.00,35.00,547.00,6.00,10.00,0.00,37.00
17-504698,2,3863,CA,Title Only,Refinance,"110,000.00","318,200.00","-208,200.00",2.00,54.00,"1,003.00",19.00,26.00,0.00,43.00
17-504699,2,3860,CA,Title & Full Escrow,Refinance,"53,000.00",0.00,"53,000.00",0.00,67.00,"1,145.00",18.00,18.00,0.00,21.00
2301-202418,1,3863,CA,Title and Escrow,Reverse Mortgage,"375,300.00","637,120.00","-261,820.00",1.00,61.00,"1,165.00",17.00,35.00,0.00,25.00
17-504700,2,3863,CA,LCP - Title Only,Refinance,"50,000.00",0.00,"50,000.00",0.00,39.00,617.00,4.00,13.00,0.00,22.00
17-504701,2,3863,CA,LCP - Title Only,Refinance,"25,000.00","68,480.00","-43,480.00",1.00,22.00,324.00,4.00,3.00,1.00,45.00
17-504702,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"52,200.00","130,000.00","-77,800.00",1.00,41.00,549.00,3.00,8.00,0.00,42.00
17-504703,2,3860,NC,Title & Sub-Escrow,Refinance,"98,900.00","109,170.00","-10,270.00",1.00,61.00,945.00,22.00,29.00,0.00,56.00
2301-202420,1,3863,FL,Title and Escrow,Reverse Mortgage,"222,300.00",0.00,"222,300.00",0.00,85.00,"1,403.00",28.00,42.00,0.00,39.00
17-504704,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"50,250.00","221,000.00","-170,750.00",1.00,42.00,580.00,3.00,8.00,0.00,42.00
2301-202421,1,3863,CA,Title and Escrow,Reverse Mortgage,"442,000.00",0.00,"442,000.00",0.00,40.00,341.00,18.00,2.00,1.00,45.00
17-504705,2,3863,CA,Title & Sub-Escrow,Refinance,"55,000.00","37,000.00","18,000.00",2.00,35.00,702.00,20.00,11.00,1.00,45.00
17-504706,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),"40,000.00","356,560.00","-316,560.00",1.00,25.00,299.00,5.00,4.00,0.00,112.00
17-504707,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),"37,900.00","300,000.00","-262,100.00",1.00,42.00,581.00,4.00,13.00,0.00,42.00
17-504708,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"100,000.00","895,000.00","-795,000.00",1.00,21.00,302.00,6.00,3.00,0.00,112.00
17-504709,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"135,000.00","1,060,000.00","-925,000.00",2.00,34.00,568.00,8.00,11.00,0.00,22.00
17-504710,2,3860,DE,Property Report / O&E - Title Only,Uninsured (Info Products),"50,000.00",0.00,"50,000.00",0.00,20.00,187.00,0.00,3.00,1.00,45.00
2301-202423,1,3860,IN,Title and Escrow,Reverse Mortgage,"75,000.00","58,950.00","16,050.00",1.00,52.00,660.00,26.00,19.00,1.00,45.00
2301-202424,1,3860,NC,Title and Escrow,Reverse Mortgage,"65,000.00",0.00,"65,000.00",0.00,59.00,788.00,19.00,16.00,1.00,45.00
2301-202425,1,3863,CA,Title and Escrow,Reverse Mortgage,"412,830.00",0.00,"412,830.00",0.00,64.00,"1,019.00",17.00,29.00,0.00,49.00
17-504713,2,3863,CA,Title Only,Refinance,"417,000.00","392,000.00","25,000.00",1.00,39.00,560.00,19.00,19.00,0.00,56.00
17-504714,2,3863,CA,Title & Sub-Escrow,Refinance,"60,000.00","65,549.00","-5,549.00",1.00,59.00,"1,382.00",20.00,22.00,0.00,44.00
17-504715,2,3863,CA,Title Only,Refinance,"54,900.00",0.00,"54,900.00",0.00,48.00,891.00,17.00,14.00,0.00,31.00
2301-202426,1,3863,CA,Title and Escrow,Reverse Mortgage,"322,000.00","371,672.00","-49,672.00",2.00,67.00,"1,242.00",19.00,40.00,0.00,44.00
2301-202427,1,29189,WV,Title and Escrow,Reverse Mortgage,"74,661.00",0.00,"74,661.00",0.00,61.00,"1,049.00",2.00,33.00,0.00,36.00
2301-202428,1,3860,VA,Title and Escrow,Reverse Mortgage,"202,210.00","190,000.00","12,210.00",1.00,83.00,"1,330.00",21.00,46.00,0.00,50.00
17-504718,2,3863,CA,LCP & Full Escrow,Refinance,"10,000.00","238,000.00","-228,000.00",2.00,66.00,990.00,5.00,24.00,0.00,56.00
2301-202430,1,3860,MO,Title and Escrow,Reverse Mortgage,"78,400.00",0.00,"78,400.00",0.00,76.00,"1,251.00",20.00,45.00,0.00,63.00
17-504719,2,3863,CA,LCP - Title Only,Refinance,"23,000.00","105,000.00","-82,000.00",1.00,34.00,682.00,4.00,14.00,0.00,23.00
2301-202431,1,3863,TX,Title and Escrow,Reverse Mortgage,"42,000.00",0.00,"42,000.00",0.00,59.00,796.00,5.00,15.00,1.00,45.00
2301-202432,1,3860,MS,Title and Escrow,Reverse Mortgage,"285,000.00","166,000.00","119,000.00",2.00,55.00,780.00,22.00,24.00,1.00,45.00
17-504720,2,3863,CA,LCP & Sub-Escrow,Refinance,"75,000.00","439,000.00","-364,000.00",2.00,51.00,877.00,6.00,16.00,0.00,39.00
17-504721,2,3860,AL,Title Only,Refinance,"174,000.00","174,000.00",0.00,1.00,60.00,944.00,22.00,31.00,0.00,46.00
17-504722,2,3860,TX,Reverse Mortgage - Title & Full Escrow,Refinance,"63,000.00",0.00,"63,000.00",0.00,43.00,485.00,8.00,9.00,1.00,45.00
17-504723,2,3863,CA,Title & Full Escrow,Refinance,"225,000.00","214,423.00","10,577.00",1.00,64.00,939.00,17.00,20.00,0.00,43.00
17-504724,2,3863,CA,Title & Full Escrow,Refinance,"120,000.00","174,000.00","-54,000.00",2.00,39.00,402.00,19.00,6.00,1.00,45.00
2301-202434,1,3860,MD,Title and Escrow,Reverse Mortgage,"100,000.00",0.00,"100,000.00",0.00,47.00,490.00,1.00,7.00,1.00,45.00
17-504726,2,3863,CA,Title Only,Refinance,"150,000.00",0.00,"150,000.00",0.00,44.00,729.00,18.00,19.00,0.00,29.00
17-504727,2,3860,MO,Title Only,Refinance,"131,190.00","142,000.00","-10,810.00",1.00,56.00,"1,034.00",22.00,37.00,0.00,128.00
2301-202436,1,3863,TX,Title and Escrow,Reverse Mortgage,"1,365,840.00",0.00,"1,365,840.00",0.00,100.00,"1,933.00",3.00,53.00,0.00,112.00
17-504728,2,3860,CO,Title & Full Escrow,Refinance,"199,750.00","247,350.00","-47,600.00",2.00,68.00,995.00,24.00,22.00,0.00,53.00
17-504730,2,3860,NC,Title & Sub-Escrow,Refinance,"109,401.00","109,406.00",-5.00,1.00,60.00,887.00,23.00,30.00,0.00,38.00
17-504731,2,3860,UT,Title & Full Escrow,Refinance,"414,729.00","410,850.00","3,879.00",1.00,75.00,985.00,22.00,26.00,0.00,73.00
17-504732,2,3860,KY,Title & Sub-Escrow,Refinance,"160,950.00","150,306.00","10,644.00",1.00,59.00,"1,041.00",22.00,34.00,0.00,59.00
17-504733,2,3863,CA,LCP - Title Only,Refinance,"50,000.00","256,000.00","-206,000.00",1.00,32.00,539.00,4.00,11.00,0.00,29.00
17-504734,2,3863,CA,LCP & Sub-Escrow,Refinance,"27,900.00","176,998.20","-149,098.20",2.00,47.00,756.00,5.00,17.00,0.00,36.00
17-504735,2,3863,CA,LCP - Title Only,Refinance,"20,000.00",0.00,"20,000.00",0.00,45.00,653.00,4.00,16.00,0.00,22.00
2301-202439,1,3860,MA,Title and Escrow,Reverse Mortgage,"240,000.00",0.00,"240,000.00",0.00,43.00,295.00,1.00,7.00,1.00,45.00
17-504737,2,3863,CA,Title Only,Refinance,"260,000.00",0.00,"260,000.00",0.00,30.00,603.00,20.00,13.00,0.00,16.00
17-504738,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),150.00,0.00,150.00,0.00,18.00,215.00,0.00,6.00,1.00,45.00
2301-202440,1,3863,FL,Title and Escrow,Reverse Mortgage,"67,034.00",0.00,"67,034.00",0.00,83.00,"1,314.00",28.00,35.00,0.00,30.00
17-504740,2,3863,CA,Title & Full Escrow,Refinance,"225,150.00","218,100.00","7,050.00",1.00,59.00,822.00,17.00,14.00,0.00,49.00
2301-202442,1,3863,AZ,Title and Escrow,Reverse Mortgage,"296,468.00","50,000.00","246,468.00",1.00,74.00,"1,603.00",21.00,50.00,0.00,29.00
2301-202446,1,3863,CA,Title and Escrow,Reverse Mortgage,"449,734.50",0.00,"449,734.50",0.00,85.00,"1,570.00",17.00,53.00,0.00,114.00
17-504742,2,3863,CA,LCP - Title Only,Refinance,"26,000.00","184,000.00","-158,000.00",1.00,31.00,553.00,4.00,13.00,0.00,14.00
17-504743,2,3863,CA,Title & Full Escrow,Refinance,"194,100.00","175,437.00","18,663.00",1.00,59.00,810.00,18.00,16.00,0.00,50.00
17-504744,2,3860,CO,Title & Full Escrow,Refinance,"273,331.00","318,800.00","-45,469.00",3.00,75.00,"1,047.00",27.00,28.00,0.00,63.00
17-504745,2,3863,FL,Title & Full Escrow,Refinance,"228,000.00","332,731.00","-104,731.00",2.00,66.00,"1,024.00",32.00,21.00,0.00,53.00
17-504746,2,3860,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"30,000.00","138,650.00","-108,650.00",2.00,22.00,323.00,8.00,6.00,0.00,112.00
17-504748,2,3860,UT,Title & Full Escrow,Refinance,"190,700.00","447,578.00","-256,878.00",2.00,71.00,"1,266.00",24.00,24.00,0.00,32.00
17-504749,2,3860,CO,Title & Full Escrow,Refinance,"154,700.00","223,189.00","-68,489.00",2.00,78.00,"1,245.00",25.00,28.00,0.00,63.00
17-504750,2,3863,CA,Title & Full Escrow,Refinance,"175,100.00","180,667.00","-5,567.00",1.00,55.00,795.00,17.00,14.00,0.00,29.00
17-504751,2,3863,CA,Title & Full Escrow,Refinance,"280,000.00","248,000.00","32,000.00",1.00,62.00,845.00,18.00,15.00,0.00,51.00
17-504753,2,3860,NJ,Title & Full Escrow,Refinance,"150,300.00","653,100.00","-502,800.00",2.00,115.00,"1,781.00",16.00,49.00,0.00,87.00
17-504754,2,3863,CA,Title Only,Refinance,"417,000.00","427,450.00","-10,450.00",2.00,37.00,672.00,21.00,15.00,0.00,52.00
17-504755,2,3863,CA,Title & Sub-Escrow,Refinance,"235,900.00","257,300.00","-21,400.00",2.00,66.00,997.00,20.00,22.00,0.00,63.00
17-504756,2,3860,UT,Reverse Mortgage - Title & Sub-Escrow,Refinance,"380,000.00","358,000.00","22,000.00",2.00,40.00,590.00,25.00,12.00,1.00,45.00
2301-202450,1,3860,IL,Title and Escrow,Reverse Mortgage,"145,000.00","187,000.00","-42,000.00",2.00,55.00,725.00,23.00,24.00,1.00,45.00
17-504757,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,"158,428.24","251,780.50","-93,352.26",12.00,21.00,577.00,24.00,8.00,0.00,34.00
17-504758,2,3860,NJ,Title Only,Refinance,"61,907.00",0.00,"61,907.00",0.00,34.00,440.00,12.00,11.00,1.00,45.00
17-504760,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,"345,092.05","1,507,220.22","-1,162,128.17",9.00,12.00,392.00,14.00,4.00,0.00,34.00
17-504762,2,3860,SC,Title & Sub-Escrow,Refinance,"300,000.00","216,700.00","83,300.00",2.00,39.00,493.00,22.00,10.00,1.00,45.00
2301-202451,1,3860,WI,Title and Escrow,Reverse Mortgage,"55,000.00","24,525.00","30,475.00",2.00,56.00,650.00,20.00,24.00,1.00,45.00
17-504764,2,3863,FL,Title Only,Refinance,"87,525.00","119,537.73","-32,012.73",1.00,80.00,904.00,30.00,32.00,0.00,100.00
17-504765,2,3863,FL,Title Only,Refinance,"215,032.00","338,832.34","-123,800.34",1.00,45.00,687.00,30.00,16.00,0.00,44.00
17-504766,2,3860,IL,Title Only,Refinance,"112,637.00","175,772.33","-63,135.33",1.00,81.00,"1,132.00",23.00,37.00,0.00,63.00
17-504768,2,3863,FL,Title Only,Refinance,"69,622.00","99,103.20","-29,481.20",1.00,54.00,800.00,30.00,28.00,0.00,57.00
17-504769,2,3860,MO,Title Only,Refinance,"105,066.00","110,580.00","-5,514.00",1.00,40.00,563.00,22.00,12.00,1.00,45.00
17-504770,2,3863,FL,Title Only,Refinance,"184,879.00","193,790.15","-8,911.15",1.00,62.00,866.00,31.00,25.00,0.00,59.00
17-504771,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),"250,000.00","673,500.00","-423,500.00",2.00,25.00,302.00,5.00,4.00,0.00,111.00
17-504773,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),"140,100.00","380,000.00","-239,900.00",1.00,42.00,575.00,4.00,12.00,0.00,78.00
17-504775,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),"160,000.00","384,000.00","-224,000.00",1.00,47.00,687.00,4.00,15.00,0.00,118.00
2301-202453,1,3863,AZ,Title and Escrow,Reverse Mortgage,"244,093.00",0.00,"244,093.00",0.00,69.00,"1,305.00",16.00,43.00,0.00,31.00
17-504776,2,3863,CA,LCP - Title Only,Refinance,"147,000.00","667,000.00","-520,000.00",2.00,33.00,702.00,6.00,9.00,1.00,45.00
2301-202454,1,3863,CA,Title and Escrow,Reverse Mortgage,"114,165.00","32,824.54","81,340.46",3.00,72.00,"1,242.00",18.00,33.00,0.00,92.00
17-504777,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"240,000.00","488,000.00","-248,000.00",1.00,32.00,520.00,6.00,9.00,0.00,16.00
17-504778,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),"102,000.00","816,000.00","-714,000.00",1.00,41.00,583.00,4.00,11.00,0.00,36.00
17-504779,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"24,000.00","103,920.00","-79,920.00",1.00,40.00,685.00,3.00,15.00,0.00,59.00
17-504780,2,3860,AL,Title Only,Refinance,"115,000.00","140,400.00","-25,400.00",2.00,75.00,"1,156.00",28.00,41.00,0.00,79.00
17-504781,2,3860,AL,Title Only,Refinance,"108,000.00","105,000.00","3,000.00",1.00,52.00,957.00,22.00,27.00,0.00,62.00
2301-202456,1,3860,VA,Title and Escrow,Reverse Mortgage,"193,965.00","159,000.00","34,965.00",1.00,72.00,"1,121.00",19.00,37.00,0.00,36.00
17-504782,2,3863,CA,LCP - Title Only,Refinance,"50,000.00","253,000.00","-203,000.00",1.00,34.00,602.00,4.00,9.00,0.00,22.00
17-504783,2,3863,CA,LCP & Sub-Escrow,Refinance,"80,000.00","516,000.00","-436,000.00",1.00,59.00,945.00,5.00,17.00,0.00,38.00
17-504784,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"40,500.00","324,000.00","-283,500.00",1.00,21.00,289.00,6.00,3.00,0.00,111.00
17-504785,2,3860,WA,Property Report / O&E & Full Escrow,Uninsured (Info Products),"75,000.00","306,000.00","-231,000.00",2.00,66.00,739.00,5.00,19.00,0.00,28.00
17-504786,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"100,000.00","338,700.00","-238,700.00",1.00,35.00,548.00,6.00,9.00,0.00,36.00
17-504787,2,3863,CA,Title Only,Refinance,"135,900.00","188,300.00","-52,400.00",1.00,36.00,675.00,19.00,11.00,0.00,31.00
17-504788,2,3863,CA,Title Only,Refinance,"201,400.00","247,957.00","-46,557.00",1.00,55.00,838.00,20.00,20.00,0.00,161.00
17-504789,2,3863,CA,LCP - Title Only,Refinance,"40,000.00","434,300.00","-394,300.00",1.00,35.00,611.00,4.00,9.00,0.00,28.00
2301-202458,1,3860,NC,Title and Escrow,Reverse Mortgage,"83,375.00",0.00,"83,375.00",0.00,78.00,"1,225.00",20.00,30.00,0.00,44.00
17-504790,2,3863,CA,LCP - Title Only,Refinance,"110,800.00","225,000.00","-114,200.00",2.00,45.00,888.00,7.00,27.00,0.00,15.00
17-504791,2,3863,CA,Title & Full Escrow,Refinance,"350,000.00","344,000.00","6,000.00",2.00,67.00,991.00,19.00,18.00,0.00,30.00
17-504792,2,3863,CA,Title & Sub-Escrow,Refinance,"100,000.00","250,000.00","-150,000.00",1.00,32.00,628.00,18.00,14.00,1.00,45.00
17-504793,2,3863,CA,Property Report / O&E & Full Escrow,Uninsured (Info Products),"112,000.00","501,489.00","-389,489.00",2.00,62.00,811.00,8.00,17.00,0.00,35.00
17-504794,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"250,000.00","1,250,000.00","-1,000,000.00",2.00,34.00,588.00,9.00,12.00,0.00,48.00
17-504795,2,3860,WA,Property Report / O&E & Full Escrow,Uninsured (Info Products),"19,950.00","141,752.80","-121,802.80",2.00,77.00,"1,016.00",5.00,28.00,0.00,17.00
17-504796,2,3860,WA,Property Report / O&E & Full Escrow,Uninsured (Info Products),"750,000.00","502,000.00","248,000.00",2.00,66.00,724.00,6.00,20.00,0.00,34.00
17-504797,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"60,000.00","195,102.61","-135,102.61",1.00,25.00,297.00,3.00,4.00,0.00,111.00
17-504798,2,3863,CA,Title Only,Refinance,"556,000.00","1,153,500.00","-597,500.00",2.00,39.00,719.00,21.00,20.00,0.00,48.00
2301-202460,1,29189,DE,Title and Escrow,Reverse Mortgage,"128,310.00",0.00,"128,310.00",0.00,66.00,"1,177.00",1.00,31.00,0.00,23.00
17-504799,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"14,400.00","160,590.00","-146,190.00",1.00,41.00,596.00,3.00,11.00,0.00,38.00
17-504800,2,3860,CA,Title Only,Refinance,"166,500.00",0.00,"166,500.00",0.00,54.00,826.00,19.00,29.00,0.00,28.00
2301-202461,1,3863,CA,Title and Escrow,Reverse Mortgage,"167,710.00",0.00,"167,710.00",0.00,86.00,"1,318.00",16.00,41.00,0.00,41.00
2301-202462,1,3863,TX,Title and Escrow,Reverse Mortgage,"140,000.00","25,000.00","115,000.00",1.00,54.00,608.00,5.00,8.00,1.00,45.00
2301-202463,1,3860,ME,Title and Escrow,Reverse Mortgage,"67,760.00",0.00,"67,760.00",0.00,86.00,"1,658.00",21.00,60.00,0.00,57.00
17-504801,2,3863,CA,LCP - Title Only,Refinance,100.00,"270,079.00","-269,979.00",1.00,23.00,322.00,6.00,3.00,0.00,154.00
17-504802,2,3863,CA,Legal & Vesting - Title Only,Uninsured (Info Products),"24,000.00",0.00,"24,000.00",0.00,31.00,429.00,0.00,6.00,0.00,31.00
2301-202464,1,3863,CA,Title and Escrow,Reverse Mortgage,"412,830.00",0.00,"412,830.00",0.00,67.00,"1,172.00",16.00,43.00,0.00,62.00
2301-202465,1,3860,IL,Title and Escrow,Reverse Mortgage,"300,000.00","415,000.00","-115,000.00",2.00,54.00,744.00,22.00,26.00,1.00,45.00
2301-202467,1,3860,GA,Title and Escrow,Reverse Mortgage,"28,224.00","8,359.50","19,864.50",1.00,78.00,"1,434.00",19.00,55.00,0.00,49.00
17-504804,2,3863,CA,Title Only,Refinance,"75,000.00","67,500.00","7,500.00",1.00,27.00,522.00,17.00,7.00,1.00,45.00
2301-202468,1,3863,FL,Title and Escrow,Reverse Mortgage,"40,000.00",0.00,"40,000.00",0.00,46.00,427.00,27.00,4.00,1.00,45.00
17-504805,2,3863,CA,Title & Sub-Escrow,Refinance,"417,000.00","3,143,500.00","-2,726,500.00",3.00,29.00,567.00,27.00,11.00,1.00,45.00
17-504806,2,3863,CA,Title Only,Refinance,"336,758.00","321,300.00","15,458.00",1.00,30.00,495.00,19.00,8.00,1.00,45.00
17-504808,2,3863,CA,Title Only,Refinance,"133,005.00","135,000.00","-1,995.00",1.00,23.00,414.00,19.00,3.00,1.00,45.00
17-504809,2,3860,AL,Title Only,Refinance,"194,000.00","159,681.00","34,319.00",1.00,53.00,954.00,22.00,31.00,0.00,70.00
17-504810,2,3863,CA,LCP - Title Only,Refinance,"13,780.00","308,500.00","-294,720.00",1.00,34.00,610.00,4.00,9.00,0.00,31.00
2301-202469,1,3863,CA,Title and Escrow,Reverse Mortgage,"287,500.00",0.00,"287,500.00",0.00,70.00,"1,157.00",19.00,37.00,0.00,28.00
2301-202470,1,3863,CA,Title and Escrow,Reverse Mortgage,"625,500.00","523,653.94","101,846.06",3.00,55.00,847.00,24.00,13.00,1.00,45.00
2301-202471,1,3860,VA,Title and Escrow,Reverse Mortgage,"114,840.00","63,000.00","51,840.00",1.00,82.00,"1,461.00",21.00,55.00,0.00,28.00
2301-202472,1,3860,NC,Title and Escrow,Reverse Mortgage,"169,500.00","154,062.13","15,437.87",2.00,71.00,"1,252.00",23.00,34.00,0.00,31.00
17-504811,2,3863,CA,Title & Full Escrow,Refinance,"60,000.00","32,550.00","27,450.00",1.00,42.00,459.00,21.00,6.00,1.00,45.00
